,Title,Company_name,Location,Contract_type,Requirement,Salary,Technical_skills,Link_image,URL
10,"Specialist, Digital Source Base Management, Digital Product Creation",VF Asia Ltd.,"Ho Chi Minh City, Vietnam",Full-time,"Job description ***STRATEGIC ASPIRATION: In Go-To- Market Transformation (GTMT) we drive a brand-led, enterprise-supported digital transformation to enable agility, profitable growth for various retail models, bringing VF brands closer to the market and consumers. We reimagine the product creation by modernizing and accelerating design and development processes to enable 3D design visualization.  ***ROLE & RESPONSIBILITIES: Position Definition (Key Purpose of the Position) :   Engage global brands and use of enterprise data analytics to create digital value and support brands to achieve desired outcomes at scale. Equip brands with the capabilities to better understand, value and take advantage of digital technology. This role works with DPC management, 3D designers and brand functions, from concept to consumer, in order to generate high-quality 3D assets for VF brands. In addition, this role also works with brands, suppliers, and 3rd parties to provide SOPs and education on DPC best practices.  Co-lead with Senior Specialist to provide brand-side advisory and support services regionally to ensure successful implementation and delivery projects. Responsible for analyzing, managing, and executing action plans that deliver optimal results for the DPC team. As part of the role, this position is responsible for achieving key targets by considering various factors which includes on time delivery, optimal margin delivery and fill rate considerations.  Support Senior Specialist to provide innovative ways of solving complex problems depending on the scale and complexity of project.   ***KEY RESULT AREAS:  **Data Analytics & Information Management · Execute analytical efforts to support VF Digital Product Creation initiatives and brand-specific product strategies. · Responsible for defining and delivering the required service levels for all relevant operational services for that business; ensure that all requirements of the brands are captured and analysed · Responsible for portfolio and performance management for all Digital activities in scope of that business · The point-person for to deliver operational projects that support the growth and expansion of digital assets creation.  · Responsible for execution of programs and projects through leverage of multi-disciplinary teams · Support the DPC teams to reduce the physical prototypes & samples, reduce the calendar timelines, help VF become more a sustainable company, and enable new business processes. · Provide input to DPC teams to develop material, avatar, and garment block libraries for Digital Product Creation projects. · Coordinate data gathering and work closely with senior specialists to provide information to Digital Assurance and Operational Excellence team for continuous improvement projects. · Track department KPIs, such as acceptance rates, fill rates and prepare for management reporting every month.  **Stakeholders Management · Build strong partnership with cross functional teams to ensure continuous collaboration. Follow up with relevant internal & external stakeholders to ensure seamless project implementation.  · Work with the end users to help them understand the changes and increase adoption of new solution.  · Utilize both relationship building and strong analytical skill sets to drive decision making that ensures processes are integrated and aligned across all regions · Act as a change agent throughout the supply chain by building trust with stakeholders, articulate clearly and consistently the business objectives. · Train brands, vendors, and 3rd party partners on the 3D creation process; i.e. training new staff, factory partners, material suppliers, and contractors · Provide consultative sessions with brands and factories on ways to implement digital processes including the creations of foundational standards and libraries.  · Engage 3D designers, merchandising, product development, technical design, sourcing, sales and marketing to develop 3D Digital Product Creation process and capabilities.",Negotiable,"SKILLSupply Chain, Data Analysis, Information Management, Stakeholder Management, Gerber",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F47%2F10917180.png&w=256&q=75,https://www.vietnamworks.com/specialist-digital-source-base-management-digital-product-creation-1760636-jd?source=searchResults&searchType=2&placement=1760636&sortBy=date
11,IT Governance Senior Officer,Toyota Financial Services Vietnam,"67 Đường Lê Lợi, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam",Full-time,"Job description *Personal Data Protection (50%) – PDP implementation plan + Implement 57 topics. + Implement the System for DPP.  – PDP policy + Review and Match the Policy from Vilaf and TFS Global Policy.  – PDP Training + Update information. + Train to New employees.  – Toyota Global Privacy Guideline + TFSVN Assessment (54 topics). + Implement the update and report to Global.  – Other: + Review, Monitor, Report to Governance and Global. + Stay up to date of relevant laws, regulations, and IT industry standards to ensure the organizations IT practices remain compliant. + Support DPO Tasks.  *IT Governance (50%) – GISG Assessment (341 Topics) + Cooperate with IT Infrastructure and IT Application to complete the require of IT Global. + Update the IT Document according to Global.  – Update information to the One Trust. + Update evidences, comments to the finding in One Trust.  – Conduct the External, Global and Internal Audit. + Prepare, Review the Documents. + Provide and update the findings.  – Review and update the IT Policy, Procedure, Rule according to the the TFS IT Global.  – Monitor and remind compliance with IT work processes.  – Develop, implement, and maintain IT governance frameworks to ensure alignment with Governance, Global and TFS.  – Monitor and assess the effectiveness of IT governance processes and make recommendations for continuous improvement.  – Stay up to date of relevant laws, regulations, and IT industry standards to ensure the organizations IT practices remain compliant.",Negotiable,"SKILLGRC, Cyber Security Analysis, Risk Management, Governance, IT Governance",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7b%2F11125433.png&w=256&q=75,https://www.vietnamworks.com/it-governance-senior-officer--1766075-jd?source=searchResults&searchType=2&placement=1766075&sortBy=date
12,Pre - CTO (Giám Đốc Công Nghệ Tiềm Năng),Công Ty TNHH Esuhai,"Ho Chi Minh, Vietnam",Full-time,"Job description ESUHAI GROUP có nhu cầu quyết tâm ứng dụng công nghệ số vào phát triển kinh doanh. Chúng tôi đang có và cũng muốn chiêu tập thật nhiều ý tưởng thực tiễn để build-up một nền tảng ứng dụng quản trị (ERP) cho doanh nghiệp có quy mô 100~500 nhân sự. Và mong muốn nền tảng ứng dụng này có thể thương mại hoá đi vào từ thị trường ngách của Việt Nam & Nhật Bản. Chúng tôi thực sự bắt đầu dấn thân vào thế giới công nghệ. Và muốn xây dựng một doanh nghiệp Việt Nam thật mạnh về công nghệ thông tin, phát triển thật bền vững với những tài năng trẻ nhiệt huyết & đam mê công nghệ, chịu học, chịu làm để phát triển sản phẩm công nghệ đỉnh cao, đem đến những tiện ích quản trị hiệu quả cho doanh nghiệp, và sẵn sàng vươn tầm ra thế giới. Vì vậy, chúng tôi đang chiêu mộ nhân tài trẻ có khát khao cùng gắn bó, đồng lòng cùng kiến tạo, cùng chúng tôi vừa học hỏi vừa quyết tâm phát triển các sản phẩm tiên phong & vừa phụ trách gia công các sản phẩm phần mềm cho thị trường Nhật Bản. Nếu bạn là người đam mê và đang phát triển sự nghiệp trong ngành công nghệ thông tin ở những lĩnh vực, mong muốn phát triển thành CTO chuyên nghiệp. Nếu các bạn đang ở độ tuổi từ 28 – 35, muốn thử thách bản thân để phát triển không giới hạn, hay cần một chuyên gia dẫn dắt ý tưởng để cùng tạo ra các ứng dụng tối ưu đáng tự hào, ESUHAI GROUP chào đón bạn!Job requirements",Negotiable,"SKILLSQL, Agile, Scrum, IT Software, Công Nghệ Thông Tin",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fa4%2F10813712.png&w=256&q=75,https://www.vietnamworks.com/pre-cto-giam-doc-cong-nghe-tiem-nang-1765925-jd?source=searchResults&searchType=2&placement=1765925&sortBy=date
13,"Engineer, Digital Solutions (Fullstack Engineer)",Sick Pte. Ltd.,"Room: 1402 – Floor 14, ZenTower Building, No.12, Khuat Duy Tien Street, Thanh Xuan District, Hanoi",Full-time,"Job description • Developing, modifying and implementing software adhering to high quality coding standards and the best software development and testing practices (such as testing, source control, release management) to ensure software quality  • Develop software to integrate SICK sensors using SICK AppSpace and/or other platforms to provide solutions to customers  • Design, develop or modify and implement software solution to support Asia Pacific Business Case  • Working on projects related to deep learning, AGC, Robotic Application and Industry 4.0  • Supporting the program's needs to gather and analyze data from different sources to support decisions  • Increasing efficiency by improving program's processes continuously through automation, workflows and system optimization  • Provide software development and technical training to enhance the competency of subsidiary and/or customer  • Create technical documentations for internal and external useJob requirements • Bachelor's degree in technology, engineering, or a related field is required • Experience in architecting and developing end-to-end software for at least one year is required • Write clean, maintainable code to ensure delivery of high-quality, secure, and scalable solutions that meet or exceed customer expectations • Frontend: required to have solid knowledge in Typescript and stay up to date with new Angular developments and technologies • Backend: Proficiency at least one programming languages: JavaScript / TypeScript / NodeJS, Ruby, Python or Lua to build backend applications • Solid working knowledge of various databases including MySQL, PostgreSQL, SQLite, NoSQL, or Redis • Experience in using Docker / Kubernetes to deploy software running on-premises or cloud services • Fluent in writing and communicating in English   Bonus points - • Having a fundamental knowledge of Software Development Life Cycle (SDLC)  • Ability to architect, use and deploy cloud services in at least one cloud provider such as Amazon, Microsoft Azure, or Google Cloud • Utilize DevOps tools to support other engineers, including implementing and maintaining CI/CD systems, development environments, and security protocols • Experience in working with industrial fields and devices, systems • Experience with AI technologies",Negotiable,"SKILLC++, C, Embedded System",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F31%2F11088516.png&w=256&q=75,https://www.vietnamworks.com/engineer-digital-solutions-fullstack-engineer-1758421-jd?source=searchResults&searchType=2&placement=1758421&sortBy=date
14,Senior Project Manager,DEK Technologies,"Ho Chi Minh, Viet Nam.",Full-time,"Job description • Reporting to the Engagement Manager, the Agile Project Managers will take responsibility for software delivery, support or maintenance projects, establishing, monitoring and controlling progress checkpoints and/or service level agreements. • Ensure that assigned resources (staff, equipment, and services, funds, time) are properly utilized and accounted for and up-to-date usage of information is maintained. • Establish the scope of the project and take full responsibility for the clear briefing and direction of staff using Agile methodologies. • Plan the work with a team or project group within an Agile framework using appropriate planning tools, producing plans to standards required. • Ensure the Agile disciplines are correctly followed and educate members of the team and the client that do not have the relevant experience. • Monitor progress, producing reports on progress against plan according to standards, acting within authority to maintain progress whilst recognising areas requiring decision making in respect of budget, schedules, resources, working methods, staff matters and or technical difficulties. • Demonstrate leadership skills in team building and staff motivation and assist with the assessment, development and mentoring of staff. • Communicate effectively, both formally and informally, orally and in writing, on technical and non-technical issues with all those with whom working interfaces and iteration arise, whether colleagues, users or customers at all levels of seniority.",Negotiable,"SKILLScrum Master, Agile IT, Project Management, Maintenance, Leadership",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fa0%2F11231499.png&w=256&q=75,https://www.vietnamworks.com/senior-project-manager--1766539-jd?source=searchResults&searchType=2&placement=1766539&sortBy=date
15,"Senior Embedded Engineers (C, English, Automotive)",Hella Vietnam,"Ho Chi Minh, Ho Chi Minh City, Vietnam",Full-time,"Job description Your tasks  In the business division Electronics, you will be working with the software development team to design software architecture for our product and coach software developer.  - Create software architecture including safety & software integration and testing concept. - Monitor consistency between software architecture, software design. - Review system and software specification. - Estimate and determine critical hardware resources - Analysis of critical SW paths and conceptual design of SW measures to ensure the required functional safety. - Review test specification for the SW module integration tests. - Review SW detailed design & changes in SW-Specifications. - Help SW developer analysis/troubleshooting of software issues - Technical guidance and coaching of SW-developers. - Follow Hella software process strictly and support process improvement in company. - Take part in the interview process. - Other job assigned by Line Manager.",Negotiable,"SKILLEnglish, Software Design, Embedded, C, MATLAB Programming",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F75%2F11247136.png&w=256&q=75,https://www.vietnamworks.com/senior-embedded-engineers-c-english-automotive-1760593-jd?source=searchResults&searchType=2&placement=1760593&sortBy=date
16,Experienced IT Communicator (Gross $1800 or More),"Briswell Viet Nam Co.,ltd","115-115A Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, TP. HCM",Full-time,"Job description *** Lời nói đầu *** Công ty chúng tôi đang tuyển dụng nhân viên IT Communicator trẻ tuổi ưu tú (từ 30 tuổi trở xuống) Ứng viên nào cảm thấy ở công ty hiện tại bản thân đã cống hiến hết mình cho dự án nhưng không được công ty đánh giá cao, cảm thấy không hài lòng khi công ty chỉ đánh giá cao developer, cảm thấy bản thân mình xứng đáng nhận được đánh giá cao hơn nữa thì hãy đọc qua nội dung tuyển dụng của công ty chúng tôi, nếu thấy phù hợp hãy ứng tuyển nhé!  *** Giới thiệu *** ・Nhóm IT Communicator của công ty chúng tôi nhận yêu cầu dự án phát triển hệ thống từ công ty Nhật Bản, thực hiện xác nhận yêu cầu nghiệp vụ có sử dụng tiếng Nhật. Phạm vi dự án phát triển gồm có: hệ thống Web, ứng dụng Android và ứng dụng iOS.  ・Nhóm IT Communicator dịch thuật những chỗ cần thiết trong tài liệu thiết kế cơ bản và giải thích yêu cầu nghiệp vụ cho developer hiểu. ・IT Communicator tham gia vào dự án như là một thành viên của nhóm phát triển dự án giống như developer. Do đó IT Communicator không phải chỉ thông dịch, phiên dịch mà cần phải tìm hiểu tài liệu thiết kế xem dịch vụ yêu cầu sẽ được sử dụng như thế nào và nếu có chỗ nào không rõ trong thiết kế thì phải tự giác xác nhận lại với người thiết kế để giải quyết những chỗ chưa rõ.",From $1800,"SKILLPhiên Dịch, Tiếng Nhật, IT System Administration, Japanese N1, IT Communications",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd8%2F10833103.png&w=256&q=75,https://www.vietnamworks.com/experienced-it-communicator-gross-1800-or-more--1760501-jd?source=searchResults&searchType=2&placement=1760501&sortBy=date
17,Full Stack Developer,Tokio Marine Insurance Viet Nam Company Limited,"Lim Tower 3, 29A Nguyen Dinh Chieu, Da Kao Ward, Dist. 1, HCMC",Full-time,"Job description 1. Software Product Development:  - Create software products that align with our company’s goals.  - Dive into both back-end and front-end development to build comprehensive solutions. 2. Insurance Software Optimization:  - Enhance and fine-tune our insurance software system.  - Identify opportunities for efficiency and performance improvements. 3. Digitalization Focus:  - Leverage digitalization to elevate overall business performance.  - Stay ahead by exploring new technologies and solutions. 4. Collaboration and User Testing:  - Work closely with users to analyze requirements.  - Execute user-acceptance tests to ensure quality. 5. Guidelines and Manuals:  - Prepare comprehensive software manuals and guidelines for end users.Job requirements *Professional requirements: At least 4 years of experience in both front-end and back-end development, with solid experience in .NET Core development and proficiency in the C# programming language. Experience in designing and developing APIs, Microservices, and Cache. Experience in developing web and mobile applications using HTML, CSS, and JavaScript. Understanding of web services, APIs, XML, and JSON. Experience with PostgreSQL, and SQL Server. Exposure to low-code platforms is a plus. *Personality requirements, soft skills: Good at English. Analytical, logical, and critical thinking abilities. Effective collaboration in both independent and team settings. Quick learning in technical and functional domains. *EXPECTED START WORKING DATE: MAY. 2024, or A.S.A.P depending on candidate's availability. *BENEFITS:  - 13th month salary, Performance bonus, Long-term service bonus - Monthly fixed allowance: Lunch, Mobile, Transportation - Other allowances: Birthday, Public holidays, Clothing, In-patient treatment, etc. - Annual health check, Complimentary Healthcare insurance, Healthcare insurance support for family members - Activities & Parties: 2 trips/year, Annual Conference, Company Anniversary, Women’s Day, Employee Birthdays, Sports activities, etc. - Various types of Leave, up to 21.5 days/year, divided into 1/4 day (2 hours); 1/2 day (4 hours); full day & above - Social/ Health/ Unemployment Insurance on full salary  *WORKING CONDITIONS: - Working location:  + Ho Chi Minh Branch Office: Lim Tower 3, 29A Nguyen Dinh Chieu, Da Kao Ward, District 1, HCMC - Working time: + Monday – Friday, 8:00 – 17:00 or 8:30 – 17:30 + Work from home 1 day/ week - Pantry room equipped with Refrigerator, Microwave, Coffee machine, Yogurt, Tea & Coffee - Transportation by company car & taxi for outside assignment",Negotiable,"SKILL.NET, API, Microservices, C#, Web Application Testing",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fe5%2F11114791.png&w=256&q=75,https://www.vietnamworks.com/full-stack-developer--1750460-jd?source=searchResults&searchType=2&placement=1750460&sortBy=date
18,"Senior Manager, Bancassurance Compensation Management",FWD Vietnam Life Insurance Company Limited,"Diamond Plaza Building, 34 Le Duan St., Dist. 1, HCMC",Full-time,"Job description PURPOSE:  The job holder is the key contact/ coordinator between the external stake holders (Bank partners & FWD Banca Sales Team from all level (RSDB/ASDB/BSM/FSC) and internal related stakeholders (FIN, Other Banca Staffs & IT) on compensation related issues.  KEY ACCOUNTABILITIES:  1) Management Team: • Manage Income Management Team  • Coaching underline staffs to adapt the requirement of Department/Sales/Stakeholders. • Build up team strongly about the compensation’s operation as well as team work.   2) Income Management: • Review and validate result for payment Sales Forces/ Bank fee as well as Internal sales forces  • Make sure the payment accurately and on time. • Work to others department as well as Bank Partners to solve issue if any.  3) Systems: • Enhance system to calculate automatically, decrease manual work, optimize the manpower • Review/Enhance and centralize data source for compensation calculation.  4) Related reports. • Centralize the report, template as well as delivery other required reports (Weekly/monthly BSM/DOB achievement, Withholding, PIT,...) on time and accurately.  5) Monitor Sale force income • Make and maintain income report for bank project including internal sale force and bank staffs. • Analyse & monitor and flag out if any issues happen and propose solutions.",Negotiable,"SKILLManagement Information System, Statistical Data Analysis, Incentive Planning, Statistical Reporting, Calculation Software",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11027983.png&w=256&q=75,https://www.vietnamworks.com/senior-manager-bancassurance-compensation-management-1763278-jd?source=searchResults&searchType=2&placement=1763278&sortBy=date
19,C / C++ Software Engineer - Relocation Bonus - Salary Up to 2500$ - Hybrid Working,LG Electronics Development Vietnam Company Limited,"The 3rd Floor, Vinh Trung Plaza, 255 Hùng Vương, Vĩnh Trung, Thanh Khê, Đà Nẵng, Việt Nam",Full-time,"Job description LG Electronics Development Vietnam (LG EDV) Company focuses on smart & eco-friendly automotive components. The VC Company produces high-quality & state-of-the-art in-car infotainment systems that deliver both information and entertainment on the go for many of the world‘s biggest automobile brands.  We, LG Electronics Development Vietnam (LG EDV) conduct core R&D activities, and various product reliability tests to support our vehicle component business.  As a C++ Software Engineer of LG VS DCV in the Da Nang office, your roles & responsibilities will be as below: • Participating in software development projects and applications of in-vehicle infotainment systems (Infotainment) in the field of Automotive, including, Positioning information system (AVN), Vehicle condition warning (Cluster), In-vehicle networking, and telecommunications systems cooperation with Product Owner; • Use related technologies, including user-interactive applications (HMI Applications), frameworks, and communication methods between frameworks and middleware; • Attend to full SWDL (Software Development Life Cycle) from requirement analysis, creating software design document (high-level design, detailed design), implementation, testing (UT/IT), and maintenance; • Self-assign tasks and fully be responsible for quality/quantity of delivered results; • Ensure software development on time and ensure product quality; • Handle technical problems, and report progress, and work results to management levels.",$800 - $2500,"SKILLC++, Software Engineering, Embedded, C/C++, Software Development",https://www.vietnamworks.com/_next/image?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fe8%2F10424470.png&w=256&q=75,https://www.vietnamworks.com/c-c-plus-plus-software-engineer-relocation-bonus-salary-up-to-2500-hybrid-working-1-2-1--1758757-jd?source=searchResults&searchType=2&placement=1758757&sortBy=date
