job_title, company_name, requirement, salary, location, image_link, job_url
Lập Trình Website,Công ty Cổ phần Navee,"['Kinh nghiệm: 2 năm\nKhả năng học hỏi nhanh và sẵn sàng tiếp thu các kiến thức, khái niệm mới, khả năng giải quyết vấn đề nhanh trong phạm vi công việc được giao\nKiến thức chuyên sâu về lập trình web/app, thông thạo một số ngôn ngữ lập trình phổ biến: C#/.Net, Java, ABAP\nAm hiểu hệ quản trị cơ sở dữ liệu: MS SQL/Azure, Oracle, DBA Tuning...\nKỹ năng về an toàn bảo mật\nKỹ năng làm việc với data\nKỹ năng thuyết trình']",Thoả thuận,"- Hồ Chí Minh: 13 cao Thắng, Phường 2, Quận 3",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-navee-5ff7c95164ea6.jpg,https://www.topcv.vn/viec-lam/lap-trinh-website/1286558.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Developer,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIỄN ĐẠT,"['Tốt nghiệm Đại học, Cao đẳng các ngành CNTT, Lập trình viên, Công nghệ phần mềm.\nCó tư duy logic tốt và kỹ năng lập trình hướng đối tượng (OOP)\nTiếng anh giao tiếp cơ bản, đọc hiểu tài liệu tiếng anh,\nCó ít nhất 02 năm kinh nghiệm về .Net Framework, Net Core, SQL,...\nSử dụng thành thạo github/gitlab']",Thoả thuận,"- Hà Nội: Tôn Thất Thuyết, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-thuong-mai-va-dich-vu-vien-dat-5f3e4dc07c6e3.jpg,https://www.topcv.vn/viec-lam/developer/1286502.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Lập Trình Viên .Net API,Công Ty Cổ Phần VCCorp,"['Cấp độ Developer:\nCó tối thiểu 2 năm kinh nghiệm trên nền .NET\nThành thạo HTML, CSS, Javascript...\nNắm rõ cơ chế vận hành của một ứng dụng .NET/.NET Core\nThiết kế được các Module, class, Funtion với yêu cầu chung của một bài toán\nCó hiểu biết các Design Pattern cơ bản (Singleton, Adapter, Façade, Flyweight, Proxy..)\nSử dụng các lớp trong collection C#, hiểu được ưu nhược điểm của từng loại ( Array, Dictinary, List, Array List, Sorted List, Hash Set, Sortedset, Stack, Queue...)\nHiểu về cơ chế đồng bộ và đa luồng ( phân biệt được các khái niệm multitasking, multithreading...)\nCó khả năng tối ưu hóa code về performance và memory\nCode rõ ràng, có comment docs, phân chia block và hàm thực thi hợp lý để maintain\nBiết regex, xử lý DOM HTML']",12 - 25 triệu,"- Hà Nội: 85 Vũ Trọng Phụng, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/opUbxZfdebuzHZ9vW3j2TZZYB7UFfIp3_1660536717____439efbc336030c952c09a499477287b3.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-api/1164318.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Nhân Viên Lập Trình Website FE,Công ty Cổ phần Đầu tư Thương mại Bách Tường Phát,"['Thành thạo về Front-End (HTML5, CSS3, Javascript, JSON, jQuery, Bootstrap, Tailwin, Javascript framework)\nCó trên 1 năm kinh nghiệm với Vuejs hoặc Reactjs\nCó kinh nghiệm làm việc với Back-End (RESTful API)\nHiểu rõ về Git và đã có kinh nghiệm sử dụng Git\nNắm rõ quá trình phát triển phần mềm/website\nCó kiến thức căn bản về UI/UX\nCó kiến thức căn bản về Responsive Design, Design Pattent\nSử dụng được các công cụ Design (Photoshop, Figma,...)\nHiểu rõ về lập trình hướng đối tượng, kiến trúc MVC, HMVC\nSẵn sàng học và thích nghi với các công nghệ và cách làm mới\nChủ động, có tinh thần trách nhiệm với công việc được giao\nCó kinh nghiệm lập trình RESTful API là lợi thế.']",11 - 13 triệu,"- Hà Nội: T5, N01-T4 Tower, CC Phú Mỹ Complex, Khu Ngoại Giao Đoàn, Bắc Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dau-tu-thuong-mai-bach-tuong-phat-6124ddaa94755.jpg,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-website-fe/1286189.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Java Developer,Nano Technologies,"['At least 3-5 years experience in backend development\nProficient in at least one of these languages/platforms: Java/Kotlin, Spring Boot\nExperienced in design and implementing Restful and/or GraphQL API\nExperienced in RDBMS, especially Postgres\nStrong understanding of basic Data Structure and Algorithm\nPractical and get thing done individual yet obsessive about code quality and well-architected systems\nComfort with a fast-paced environment and changing requirements\nPlus if experienced in technologies including AWS, Docker, Kubernetes...\nPlus if with experience in frontend development']",Thoả thuận,"- Hà Nội: 226 Van Phuc, Lieu Giai, Ba Dinh, HN, Ba Đình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ff4673e12acf9a6ce156e4c632dde357-621f04079e47b.jpg,https://www.topcv.vn/viec-lam/java-developer/1286564.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Android Developer (Junior/Middle),CÔNG TY TNHH AMARIS VIỆT NAM,"['ABOUT YOU\nBachelor’s degree or College’s degree in computer science, Engineering, or a related field.\n3+ years of experience in Android application development.\nProficiency in programming languages: Java (Android) or Kotlin.\nKnowledge of object-oriented programming and application design: design pattern, solid, clean architecture, MVVM.\nHaving experience in the Android framework is an advantage.\nExperience with Android Automotive AOSP is an advantage.\nKnowledge of the AOSP building system. Android Security Android HAL, SE Linux is an advantage.']",Thoả thuận,- Hà Nội,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-amaris-viet-nam-9750f47dad65f8403cce75e3796f7e7a-64647abfbb156.jpg,https://www.topcv.vn/viec-lam/android-developer-junior-middle/1286164.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Developer Leader,Công ty TNHH HQSOFT,"['- Nam/Nữ cử nhân ngành CNTT, có kinh nghiệm 4-5 năm ở vị trí tương đương.\n- Có kinh nghiệm fullstack trong việc phát triển các sản phẩm phần mềm hoàn chỉnh trong lĩnh vực ERP, DMS, WMS, CRM, Kế toán...\n- Có kinh nghiệm đào tạo và phát triển nhóm phát triển sản phẩm.\n- Thái độ làm việc chuyên nghiệp, có trách nhiệm và chịu được áp lực công việc.\n- Đam mê và tự nghiên cứu công nghệ mới là một lợi thế.']",Thoả thuận,"- Hồ Chí Minh: 72/24 Phan Đăng Lưu, P.5, Q. Phú Nhuận, TP HCM, Phú Nhuận",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-hqsoft-622574dc63d04.jpg,https://www.topcv.vn/viec-lam/developer-leader/646661.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Backend Developer (Golang) Từ 3 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),"['• Lập trình tốt, đặc biệt ngôn ngữ Golang.\n• Kinh nghiệm tối thiểu 3 năm trở lên.\n• Tư duy tốt, nắm bắt công nghệ nhanh.\n• Có khả năng Sử dụng tốt các công cụ phục vụ triển khai CI/CD\n• Nắm được nguyên lý hoạt động cơ bản của Docker, cách build, run, publish image, expose port (hiểu cơ chế layer caching khi build docker image)\n• Nắm được kiến thức cơ bản về Network: Giao thức mạng, Mã hóa/giải mã, Xử lý đa kết nối, dữ liệu tần suất cao.\n• Viết tài liệu đặc tả kỹ thuật hệ thống, mô tả chính xác thông tin luồng hệ thống, phục vụ quá trình kiểm thử, tối ưu hệ thống\n• Có kiến thức Design pattern và thiết kế hệ thống, kinh nghiệm về tối ưu Database\n• Am hiểu, có kinh nghiệm thực tế với các dự án chạy theo mô hình Agile/Scrum.\n• Ưu tiên ứng viên (không yêu cầu tất cả):\n- Biết sử dụng công nghệ NoSQL, Redis, Kafka.\n- Có kinh nghiệm sử dụng các công cụ: Jenkins, kubernetes, Docker.']",Tới 33 triệu,"- Hà Nội: Tòa nhà KeangNam, Phạm Hùng, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dich-vu-di-dong-the-he-moi-nms-612f13af7b344.jpg,https://www.topcv.vn/viec-lam/backend-developer-golang-tu-3-nam-kinh-nghiem/1087947.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Embedded Engineer - Kỹ Sư Lập Trình Nhúng,"Toshiba Software Development (Vietnam) Co., Ltd.","['Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực phát triển phần mềm\nBằng Cử nhân/Kỹ sư về Điện tử Viễn thông, Tự động hóa, Khoa học Máy tính, Công nghệ thông tin hoặc tương đương\nCó kiến thức về phát triển Embedded như Linux, Driver, OS (Linux Kernel, RTOS IS A PLUS)\nCó kinh nghiệm làm việc về MCU, Thiết bị ngoại vi, Thiết bị Board, Thiết bị Edge, v.v.\nHiểu biết cơ bản về Phân tích và Thiết kế hướng đối tượng\nCó kiến thức vững chắc về công nghệ phần mềm (từ xác định yêu cầu, thiết kế phần mềm, triển khai và kiểm tra)\nKỹ năng phân tích vấn đề và giải quyết vấn đề']",Tới 40 triệu,"- Hà Nội: VIT Tower, 519 Kim Mã, Ba Đình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/toshiba-software-development-vietnam-co-ltd-6296d3a69752d.jpg,https://www.topcv.vn/viec-lam/embedded-engineer-ky-su-lap-trinh-nhung/1129041.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
C/C++ Developer,"Công ty CP Savvycom","['• Strong proficiency in C++, with fair knowledge of the language specification\n• Thorough knowledge of the standard library, STL containers, and algorithms\n• Good understanding of memory management\n• Understanding of dynamic polymorphism and C++ specific notions,\n• Knowledge of low-level threading primitives and real-time environments\n• Familiarity with system call wrapper library functions\n• Proficient understanding of code versioning tools {{such as Git, SVN, and Mercurial}}\n• Work with external teams to resolve testing issues and bug fixes.\n• Willing to go onsite when requested.\nSoft skill:\n• Passionate and curious about technology.\n• Able to identify, break down and solve a variety of difficult technical problems.\n• Team player with excellent interpersonal and communication skills.\n• Proven ability to work independently with a minimum of supervisor input']","1,500 - 3,500 USD",- Hà Nội: Cầu Giấy,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-cp-savvycom-5b7beaa75f992_rs.jpg,https://www.topcv.vn/viec-lam/c-c-developer/1285901.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Game Developer,WAYFU STUDIO,"['Có ít nhất 2 năm kinh nghiệm làm Unity: đã làm nhiều thể loại game khác nhau (làm được cả 2D, 3D là một lợi thế, đặc biệt làm 3D)\nKhả năng tư duy logic tốt, hiểu biết về cấu trúc dữ liệu, thuật toán, design pattern\nCó trách nhiệm cao trong công việc, thái độ cầu tiến và ham học hỏi, yêu thích làm game\nThành thạo công cụ Unity và ngôn ngữ lập trình C# và các tính năng: Renderer, Physic, Ui, Animation, Particles,...\nCó khả năng đọc hiểu tài liệu bằng Tiếng Anh là một lợi thế']",Thoả thuận,"- Hà Nội: Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/vR0bvSqcRzExNboWUGVWONXMh498qmtw_1689589936____79c2d5baa05ff29b753fde2a0dbb99df.png,https://www.topcv.vn/viec-lam/game-developer/1098269.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Lập Trình Viên Powerapps (2+ Năm Kinh Nghiệm),CÔNG TY CỔ PHẦN NTT E-MOI,"['Có tối thiểu 2 năm kinh nghiệm trong lĩnh vực phát triển các ứng dụng Power Apps;\nCó ít nhất 3 năm kinh nghiệm trong lĩnh vực phát triển phần mềm IT\nCó kinh nghiệm về thiết kế, phát triển, triển khai và hỗ trợ các giải pháp Power Apps\nCó khả năng hiểu và học hỏi các chủ đề về công nghệ mới.\nCó kinh nghiệm làm việc với các quy trình phát triển phần mềm (Waterfall/ Agile) trên tất cả các giai đoạn\nTiếng Anh giao tiếp tốt']",Thoả thuận,"- Hà Nội: Tầng 14, tòa văn phòng IPH, 241 Xuân Thủy, Cầu Giấy, Hà Nội, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/V72eLTX7cd7FT684IjhUQNpn82MdMuTs_1711946706____3a803dc7930d7237686965dfbaaaddd8.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-powerapps-2-nam-kinh-nghiem/1285205.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Lập Trình Viên Outsystems (3+ Năm Kinh Nghiệm),CÔNG TY CỔ PHẦN NTT E-MOI,"['Tổi thiểu từ 3 năm kinh nghiệm trở lên tại vị trí tương đương;\nĐã có kinh nghiệm làm về các nền tảng low-code (OutSystems, PowerApps, Mendix);\nNắm vững kiến thức về các ngôn ngữ cơ bản: PHP, Java..\nAm hiểu các ngôn ngữ lập trình giao diện web: JavaScript, CSS, HTML...\nSử dụng các công cụ: SQL; REST; SOAP...\nKhả năng làm việc độc lập và team - work tốt.\nCó kinh nghiệm làm việc trong các dự án IT với khách hàng nước ngoài.']",Thoả thuận,"- Hà Nội: Tầng 14, tòa văn phòng IPH, 241 Xuân Thủy, Cầu Giấy, Hà Nội, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/V72eLTX7cd7FT684IjhUQNpn82MdMuTs_1711946706____3a803dc7930d7237686965dfbaaaddd8.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-outsystems-3-nam-kinh-nghiem/1285842.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Lập Trình Viên Fullstack Java Có Tiếng Hàng Topik5,Công Ty Cổ Phần Công Nghệ VMO Holdings,"['Kinh nghiệm làm việc với các hệ thống lớn, phức tạp\nKinh nghiệm trao đổi, đàm pháp và quản lý team\nKinh nghiệm làm việc với các dự án bảo hiểm là 1 lợi thế lớn\nBiết tiếng Hàn và từng làm việc cho các công ty Hàn Quốc']",40 - 60 triệu,"- Hà Nội: Duy Tân, Cầu Giấy, Hà Nội, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/krQWPKjwIZR2iMG7GzxXfRRN8HxJTilc_1682407813____3693f5f1439a510f550155910c4a84ed.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack-java-co-tieng-hang-topik5/1284574.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Senior Fullstack Developer (JavaScript),bePOS,"['Requires an understanding of software development processes.\nMUST have experience in one or more of following technologies: Hybrid app\ndevelopment, Enterprise/Mission-critical application, API development,\nNoSQL/SQL database systems, Google Cloud Platform, AWS or Azure Platform.\nA good team player and enthusiastic about learning new skills/platforms.\nExperience in SPA, SSR, PWA, Hybrid Mobile & Electron Apps is a plus\nExperience with Big Data processing is a big plus\nCandidate must have good communication/writing skills in English\nOther requirements:\nYears of experience: 02+ years\nMinimum career level: Experienced (Non-Manager)\nMinimum education level: Not required\nComplexity/Supervision:\nRelies on experience and judgment to accomplish goals.\nPerforms a variety of tasks\nA wide degree of creativity and latitude is expected, once guidelines, standards,\nand best practices are respected.\nPreferred language for received applications: English']","Tới 2,500 USD",- Hà Nội,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/daTnE5s3k9bzCF7D2NOAHYvRd6unlOqv_1643181685____c56037f4a714f46a0e9747cf58fd850f.png,https://www.topcv.vn/viec-lam/senior-fullstack-developer-javascript/642955.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Nhân Viên Kỹ Thuật Lập Trình / Kỹ Sư Cơ Khí,CÔNG TY CP LONG THÀNH GMT VIỆT NAM,"['Tốt nghiệp Cao Đẳng/Đại học chuyên ngành cơ khí chế tạo máy\nSử dụng thành thạo phần mềm autocad, 3D, phần mềm lập trình mastercam, Cimatron.\nCó kinh nghiệm từ 1 năm trở lên trong lĩnh vực tương đương/vị trí tương đương\nKỹ năng đọc, hiểu bản vẽ\nThành thạo kỹ năng làm chương trình Cam cho máy CNC.\nTrao đổi cụ thể khi phỏng vấn.']",7 - 15 triệu,"- Hà Nội: Lô 4 điểm công nghiệp Di Trạch, Hoài Đức, Hà Nội, Hoài Đức",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/rKgWXMbhMOv5KU2IUECwBO3zhVNkEqb9_1675304910____121a12545e684365ddbb9a46823781bd.png,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-lap-trinh-ky-su-co-khi/1285088.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Back-End Developer (Golang),Công ty TNHH TMZ,"['Có ít nhất 02 năm kinh nghiệm làm việc với Golang, 03 năm kinh nghiệm với server side programming language\nCó kinh nghiệm về RESTful API và microservices\nLàm việc thành thạo với database: MySQL, Postgres, Mongodb,..\nThành thạo Git\nCó hiểu biết Amazon Web Services (AWS), CI / CD\nCó kinh nghiệm làm việc với các sản phẩm trong lĩnh vực E-commerce là một lợi thế\nCó hiểu biết về xử lý tối ưu Performance, Security là một lợi thế\nCó khả năng tư duy tốt, chủ động trong công việc\nCó tinh thần trách nhiệm cao để hoàn thành công việc được giao\nCó khả năng làm việc nhóm (teamwork) cũng như làm việc độc lập']",Thoả thuận,"- Hà Nội: Trường Chinh, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/yPVFur2f1xGPi6K16YDada2PIRY1AzLb_1645065612____9aa894a2127226b898822cea990df9fb.png,https://www.topcv.vn/viec-lam/back-end-developer-golang/1222491.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Lập Trình Viên,Công ty TNHH công nghệ TLA,"['Có kinh nghiệm làm việc với ngôn ngữ lập trình C#, .Net, .Net Core trên 1 năm kinh nghiệm\nBack-end: ASP .net MVC, Entity framework, Linq, .Net Core, Restful API,..\nFront-end: Thành thạo kỹ thuật lập trình giao diện: Bootstrap, HTML, CSS, Javascript, JQuery, sử dụng thành thạo Framework AngularJS, NodeJs là một lợi thế.\nDatabase: SQL Server, MongoDB, Oracle... Hiểu biết về SQL Server, viết truy vấn và tối ưu câu lệnh T-SQL, Store-Procedure.\nCó kinh nghiệm xử lý hệ thống với dữ liệu lớn; viết câu lệnh SQL truy vấn, sử dụng cache để tối ưu hiệu năng\nCó khả năng phân tích thiết kế hệ thống, có kiến thức về Design Partern, OOP...\nKỹ năng làm việc độc lập và theo nhóm tốt\nCó sản phẩm/ dự án cụ thể là một lợi thế']",20 - 30 triệu,"- Hà Nội: Số 35, LK11B, khu đô thị Mỗ Lao, Phường Mộ Lao, Hà Đông, Hà Nội, Hà Đông",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/lap-trinh-vien/1284844.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
Android Developer Intern,CÔNG TY TNHH CÔNG NGHỆ BLUE BELT,"['+ Graduated from TOP UNIVERSITY specializing in Information\n+ Technology Having National/International awards, direct admissior, other scholarships, etc. is highly preferred\n+ Give priority to candidates who graduated from High school for gifted school (especially HUS High School for Gifted Students, Amsterdam High School for the Gifted,...)\n+ Android : 6+ months of working experience in Android development, knowledge of: Kotlin, Java ( plus ), Jetpack, Compose, Restful, MVVM or Clean Architecture.\n+ Understanding of mobile app design principles and interface guidelines.\n+ Experience with Git and Git flow.\n+ Good self-study, research ability & logical thinking.\n+ Have good communication skills in English, especially in reading and writing technical documentation (Equivalent to IELTS 5.5).']",5 - 20 triệu,"- Hà Nội: Toong IPH, 241 Xuân Thủy, Cầu Giấy, Hà Nội, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/natureforex-5ed75eee8389f.jpg,https://www.topcv.vn/viec-lam/android-developer-intern/1234047.html?ta_source=JobSearchList_LinkDetail&u_sr_id=PjOqVJRzUVB8cc9pzetvDxXJSG2DO6EumEWVV9wy_1713598748
