job_title,company_name,requirement,salary,location,image_link,job_url
Front-End Developer (Fresher),SonatGame Studio,"['- Graduated with a major in IT/Math from Universities\n- Committed to working full-time at the company.\n- Have knowledge of HTML, CSS, JavaScript, TypeScript.\n- Priority given to candidates have background in Git, Material UI, Reactjs, Nextjs, Docker, Linux, Scrum Agile, data structures and algorithms, OOP.\n- Have understanding of Web-API and REST API in general.\n- Yes Ability to read documents, read and understand code (self-study).\n- Ability to read and understand English documents. Priority is given to candidates with the ability to communicate and write documents in English.\n- Work professionally, have high responsibility at work.\n- Teamwork skills, communication and interaction with other teams. ']",Up to 15 million,"- Hanoi: 11th Floor - Bamboo Airways Tower - 265 Cau Giay - Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/sonatgame-studio-5ce254d301c98.jpg,https://www.topcv.vn/viec-lam/front-end-developer-fresher/1232838.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Frontend Developer Staff,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN 3T,"['Framework: Angular 8+\nDeep understanding and proficiency in Angular, HTML5/CSS3 and Javascript\nUnderstanding of Restful API\nProficient in using Git source code management tool\nKnowing how to use CSS preprocessors such as SASS, LESS\nExperience with Responsive\nKnowledge of UI/UX is an advantage\nExperience using other tools such as Postman, Docker, ... is an advantage\nMinimum 2 years of experience ']",10 - 20 million,"- Hanoi: 219 Trung Kinh, Cau Giay, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-thong-tin-3t-60a9ab9988253.jpg,https://www.topcv.vn/viec-lam/nhan-vien-frontend-developer/1276534.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Senior Frontend Developer,CÔNG TY TNHH CÔNG NGHỆ NIW VIỆT NAM,"['-Graduated from University/College in Information Technology or equivalent\n- Have programming experience of 4 years or more\n- Proficient in: Html, Css (scss), ReactJS/Angular\n- Experienced Experience in PHP, Java, NodeJs, .Net is an advantage\n- Proficient in MySQL, PostgreSQL, MongoDB databases...\n- Experience in optimizing applications, improving performance, knowledgeable web design\nSEO standards\n- Proficient in using source code version management tools\n- Good knowledge of data structures and algorithms. Have good problem-solving skills\n- Ability to communicate and connect members and stakeholders well.\n- Priority is given to candidates who can communicate in English (commensurate offer)']",25 - 40 million,"- Hanoi: No. 2 Do Duc Duc, Me Tri, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-niw-viet-nam-62133b131bf4f.jpg,https://www.topcv.vn/viec-lam/senior-frontend-developer/1268462.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Junior Frontend (Reactjs/JavaScript),Công Ty TNHH Giáo Dục Thông Minh Homa Việt Nam,"['Mandatory requirements:\n- At least 1-2.5 years of experience in a similar position\n- Good background knowledge: Basic algorithms, problem solving, OOP, design patterns\ n- Experience in Javascript, TypeScript, HTML and CSS in web development.\n- Experience working with JS frameworks such as ReactJS, NextJS,\n- Proficient in Responsive optimization of multi-device interfaces\ n- Proficient in using the source code management tool GIT\n- Able to use design tools at a basic level Figma, Photoshop, Ai\n- Experience in CSS tools and frameworks\n- Understanding and work with REST API\n- Have good English skills (reading skills are required)\nPriority requirements:\n- Be spirited, responsible and proactive in work.\n- Have knowledge , experience in Blockchain, Dapp\n- Able to work with a team as well as work independently.']",12 - 30 million,"- Hanoi: No. 38, Lane 1 Dinh Thon, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/orwi3BL4bWfIkFgBOwFLbVSqy0N7MNr0_1646626918____642346226b8820486463bbe543867cb6.jpg,https://www.topcv.vn/viec-lam/junior-frontend-reactjs-javascript/1114864.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Frontend Developer,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐIỆN TỬ GREENMAZING,"['3+ years of experience in web development and related fields;\nExperience developing web app user interfaces, expertise in optimizing user experience, stability, and scalability and display latency;\nExperience with Web Frontend programming using Angular/ReactJS/VueJS. Proficient in using Typescript, ES6, CSS3, HTML5, Node.js, NPM;\nExperience in developing and integrating RESTful API, Web sockets. Understanding of Microservice architecture;\nAttention to detail and design thinking ability;\nSkills to work well in teams and ability to work independently;\nPassion for new trends and technologies in web development;\nGood communication skills and the ability to work flexibly in a multicultural team environment;\nEnglish: good reading - writing, basic communication.\nPlus points:\nWork experience Working with the Shopify platform is a big advantage;\nExperience in building CDP and e-commerce websites.']",Over 35 million,"- Hanoi: Vien Dong Building - 34 Hoang Cau, Dong Da",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/deMVyXsJoSlXZ8ClJRBbX2CxZQwIAspJ_1691400896____79e9490783b9fe8503603c71bc02f53c.png,https://www.topcv.vn/viec-lam/frontend-developer/1210933.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Frontend Developer (HTML/ CSS/ JS),RELIA SYSTEMS,"[""Bachelor's degree in Computer Science or a related field;\n+3 years experience as an HTML Developer;\nExcellent knowledge of of front-end coding languages ​​including HTML, CSS, JavaScript;\nProficient in HTML, CSS, and JavaScript; \nExcellent problem-solving and analytical skills;\nStrong communication and teamwork skills;\nHave a deep understanding of front-end performance optimization;\nHave strong analytical and problem-solving abilities and good spirit;\nFluent in English communication is a must .""]",The deal,"- Ho Chi Minh: 629 Nguyen Kiem, Ward 09, Phu Nhuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/p9lRH4Jvj11nmSFIc6ePD4AzdqErO868_1683700812____20ef1602fa3316a3fb9c5bd40ccdd1f6.png,https://www.topcv.vn/viec-lam/frontend-developer-html-css-js/1274735.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Junior Frontend Programmer,Công ty cổ phần truyền thông đa phương tiện Gia Minh,"['Experience 1 year or more\nProficient in HTML/CSS/JavaScript\nKnowledge of Git\nHave worked with ReactJS or VueJS, Redux, Bootstrap\nKnowledge of TypeScript is an advantage']",Up to 15 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-truyen-thong-da-phuong-tien-gia-minh-5fa0bb4272ebc.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-junior-frontend/923318.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Front-End Developer Supervisor (React.JS),SAPP Academy,"['Professional qualifications:\nMajoring in Information Technology, Mathematics, Electronics and Telecommunications, Mechatronicsand related fields;\n2+ years' web development experience required (Senior Level);\nUnderstanding of Linux, RESTful API preferred;\nBe experienced with Server, PM2 , AWS;\nExperience with third-party libraries, GA, GTM, Firebase;\nGood understanding of asynchronous request handling, partial page updates, and AJAX;\nBasic understanding of server-side CSS pre-processing platforms, such as LESS and SASS ;\nBasic understanding of client-side scripting and JavaScript frameworks including React.js – NextJs;\nSkill qualifications:\nExperience in unit testing;\nFamiliarity with RESTful APIs and TypeScript;\nBe experienced in handling state management & integration with backends and 3rd parties;\nProficient understanding of mark-up languages, including HTML5, CSS3;\nGood understanding of SEO principles and ensure that application will adhere to them;\nBe experienced in implementing web animation is a plus;\nBe experienced in implementing LMS, EdTech , Fintech, Video System is a plus;\nShow solid knowledge of performance optimization;\nBe passionate about discovering and applying new technologies to your work;\nGood understanding of cross-browser compatibility issues and ways to work around them.']",20 - 33 million,"- Hanoi: No. 54 Le Thanh Nghi, Hai Ba Trung",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/sapp-academy-583905327999c_rs.jpg,https://www.topcv.vn/viec-lam/front-end-developer-supervisor-react-js/1228575.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Front-End Developer Next.Js,Công ty TNHH Đầu Tư và Thương Mại Vigo Global,"['At least 2 years of experience working with Next.js.\nExtensive understanding of JavaScript, Typescript, HTML, and Tailwind CSS.\nExperience with popular JavaScript libraries such as React, Redux, and Axios. \nAbility to write well-organized source code that is easy to read and maintain.\nGood communication and teamwork skills.\nAbility to self-learn and adapt to a dynamic working environment.']",20 - 30 million,"- Hanoi: Gemek Tower Building, 2nd Floor, Lot A44-HH2, Geleximco New Urban Area, Le Trong Tan, Nam An Khanh, Hoai Duc, Hanoi, Hoai Duc",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/3y6tYTPdfy6h3DpI9d17aw31CQZeNzw4_1647938535____0c8643fe682e758fad27899c0b9376b3.png,https://www.topcv.vn/viec-lam/front-end-developer-next-js/1273229.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Senior Frontend Developer (ReactJS),Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI,"['Skills & Expertise\n+5 years of professional experience working in Software Development\nPrevious experience working as a ReactJS developer\nStrong Javascript/Typescript skills (ES6) and ReactJS\nStrong knowledge of development based on REST API.\nSolid experience in all areas of web development (HTML5, CSS3, JSON) including accessibility, SEO and security concerns\nExperience in SSR/SSG React-based frameworks like as NextJS. Good knowledge about NextJS is big plus\nExperience in mordern data-fetching library of reactjs: React Query, or SWR (nice to have)\nFamiliarity with utility-first CSS framework as Tailwind, and CSS module\nSolid experience in modern front-end build pipelines and tools (e.g. Git, Webpack, Gulp, NPM)\nKnowledge of testing frameworks like Jest, React Testing Library, MSW, faker...\nExcellent in problem-solving and analytical skills (must)\nExperience with clean code, SOLID, and Design pattern (Prototype, container/presentational, observer, module, High order component, render props...)\nGood experience in Agile (Scrum model) development environments (must)\nExperience in monorepo and micro frontend is plus' ]","1,200 - 1,800 USD","- Hanoi: 107A, Nguyen Phong Sac, Cau Giay, Hanoi, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/bMoLszBBlIQJkdhTO6bQCtf8v1Sw8t3y_1649126697____464a9555cf605e0471a665477af52da7.jpg,https://www.topcv.vn/viec-lam/senior-frontend-developer-reactjs/1273234.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Frontend Developer (Reactjs),VC Corp,"['Javascript programming skills:\n• Experience working continuously with ReactJs continuously for at least 2 years.\n• Understand the operating principles of Async/Await/Callback functions and apply them well in writing code execution function.\n• Master knowledge related to versions of ReactJs.\n• Proficient in using Context API and Higher-Order Component in ReactJs.\n• Know how to integrate and use the combination between Libraries other than ReactJs (jQuery/Rich text Editor/..)\n• Ability to debug code in the browser and handle exceptions in the browser.\nHTML/CSS skills:\n• Experience in cross-functional work Continue with ReactJs continuously for at least 2 years.\n• Know how to create basic animation effects with CSS.\n• Proficient in page layout with CSS according to the correct design file.\nComputer skills:\ n• Know how to use develpment tools/add-ons to debug in the browser (browser development tool, add on React Developer)\n• Know how to configure code build tools using Webpack, Gulp, Babel,...\ nHuman qualities:\n• Proactive and always careful at work.\n• Able to withstand work pressure.\n• Able to work independently or in groups.']",18 - 25 million,"- Hanoi: 85 Vu Trong Phung, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/vc-corp-17aed9ed9928ca0d5da5c6240913c467-5eaf9885b65f2.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-frontend-reactjs/489062.html?ta_source=JobSearchList_LinkDetail&u_sr_id=9bmJqtjYlqedEOLWIKUtHYunqa49LsehInm0nQqP_1713600182
Backend Developer,Woo Technology,"['Must have:\nAt least 2-3 years of experience working with PHP & MySQL.\nGood understanding at least one of the following frameworks|cms|platform: Laravel, Wordpress, Shopify.\nGood to have:\n1-2 years working experiences on Wordpress, Shopify.\nExperienced with building e-commerce websites or landing pages using wordpress.\nAbility to work on multiple projects.\nEnglish: basic']",15 - 25 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/hApKlsLK6yEwjXIG8EFov3qpivKnI8Q9_1666667020____1404507d68a3f102e63dbd7b99cfd1d5.jpg,https://www.topcv.vn/viec-lam/backend-developer/1297413.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Back-End Developer ( NodeJS ),LOTUS SOFT,"[""Has an IT background and graduated with a bachelor's degree in IT or related fields.\n1-2 years of experience on Back-end NodeJS. (NestJS, ExpressJS).\nExperience with both SQL/NoSQL databases (SQL Server, MySQL , MongoDB, Postgre...)\nExperience working with cloud (AWS, Azure).\nExperience working with Docker.\nExperience working with Web3 and interacting with Smart Contract is a Plus.\nExcellent problem-solving skills and ability to think out -of-the box..\nExperience in GIT, JIRA, Confluence.\nCan communicate in English (Speaking and Listening).\nWillingness to learn and work on new technologies if required\nWillingness to share working time on multiple projects.""]",The deal,"- Ho Chi Minh: Level 6, Thuy Loi 4 Building, 286-288 Nguyen Xi St, Ward 13, Binh Thanh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/lotus-soft-f46e9074dba40dbd3e4ded72652661d2-6617b7b8a8cee.jpg,https://www.topcv.vn/viec-lam/back-end-developer-nodejs/1299605.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Backend,CÔNG TY CỔ PHẦN MIGHTYID VIETNAM,"['- Have at least 1 year of experience with NestJS\n- Master NodeJS knowledge\n- Experience working with PHP and PHP framework (Laravel) is an advantage\n- Master data structures and Basic algorithms\n- Master HTML, CSS, JS\n- Master OOP knowledge\n- Understand RESTfull APIs, Websocket\n- Proficient in using database management systems such as: MySQL, PostgreSQL, MongoDB or experience in NOSQL, Cache\n- Have a sense of responsibility\n- Work management and teamwork skills']",The deal,- Ho Chi Minh: District 3,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mightyid-vietnam-5b1ea46daf8054e6660bff887a9707e1-65dd85dd3b546.jpg,https://www.topcv.vn/viec-lam/backend/1244014.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Back-End Developer - 4 Years Of Experience - Salary From 25-50 Million,TNHH APPTIFACT,"['Qualifications:\n● Minimum of 4 years of experience in back-end web development, with a strong focus\non Laravel PHP projects.\n● Bachelor's degree in Computer Science, Information Technology, or related fields.\n● Proficiency in Laravel PHP, including an in-depth understanding of its ecosystem, ORM,\nand package management.\n● Experience with Node.js using the Express framework preferred.\n● Experience in managing databases with MongoDB and integrating RESTful APIs.\ n● Familiarity with CI/CD practices, front-end build pipelines, and modern deployment\ntools.\n● Experience with AWS Cloud services, enhancing project scalability and deployment.\n● Strong problem-solving skills in a team-oriented, fast-paced environment.\n● Candidates with additional experience in other back-end languages ​​or frameworks are\nhighly desirable.']",25 - 50 million,"- Ho Chi Minh: Sarina Block A Building, Street B2, An Loi Dong Ward, District 2, Ho Chi Minh City, District 2",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/back-end-developer-4-years-of-experience-luong-tu-25-50-trieu/1307288.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
"Senior Backend Developer (NodeJS, Golang) - Blockchain Domain - In Hanoi",CÔNG TY TNHH DỊCH VỤ PHẦN MỀM HÀO QUANG,"['At least 5 years of experience as a Backend Developer.\nSolid understanding and experience about Nodejs and another high-level programming language.\nStrong understanding of a project's long-term goals such as maintainability, security, performance, etc.\nStrong in reading and writing technical documents in English.\nGood understanding of algorithms, software development methodologies and cloud computing.\nSolid understanding about NoSQL and SQL Database\nIt would be nice to have....\nA team player with a can-do attitude.\nExperience in Golang or Rust\nExperience in developing blockchain based products.']",20 - 50 million,"- Hanoi: FPT Tower, 10 Pham Van Bach, Cau Giay",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/senior-backend-developer-nodejs-golang-blockchain-domain-tai-ha-noi/1299845.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Software Engineer - Back-End,CÔNG TY TNHH DIGI-TEXX,"['Degree: College/ Universiy, major in: Information Technology or equivalent certificates.\nAt least 3 years of experience in similar position.\nExcellent experience in Java, JavaScript or Python.\n\nHere are some knowledge or expert skills you need to have:\nDatabase: NoSQL/SQL and ORM techniques.\nEnterprise grade OOP: Design Patterns, High performance API (caching, search engine).\nAgile development\nKnowledge in Security: OWASP, Oauth2, XSS...\nKnowledge in automating deployment, scaling, container management: Docker, K8S, ...\nKnowledge in Architect and developing: Open API Specification, Domain Driven Design, Clean Architecture, Command Query Responsibility Segregation (CQRS), Microservice (Micro Front-end, Micro Back -end), Web API, and Workflow engine.']",The deal,"- Ho Chi Minh: Anna Building, Quang Trung Software City, Tan Chanh Hiep, District 12, Ho Chi Minh City, District 12",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/nv8SqtuEiXEHFU7hehZGDbnYVCyjOoPu_1637924049____1e7eccaf2b2524f5db10cc644cbcb591.png,https://www.topcv.vn/viec-lam/software-engineer-back-end/1308192.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Backend Developer,Công ty TNHH Lập trình VietTS Software,"['Expected candidate profile:\nAbout knowledge:\nHave good knowledge of SQL, MongoDB\nHave knowledge of SOLID, Clean Code\nAbout experience:\nHave at least 1.5 years of work experience with NodeJS, TypeScript\nExperience in API design, system design and software architecture\nAbout skills:\nProfessional skills:\nKnow how to use Docker\nProficient in using Git\nSoft skills:\nYes Able to learn new technology quickly\nHave good logical thinking, flexibility, have skills in reading comprehension and analyzing technical requirements\nAbility to effectively solve problems and come up with creative solutions\nYes Good communication skills, independent work and teamwork\nGood reading comprehension of English documents\nAbility to search and research effectively through search engines, AI,...\nAbout qualities and attitude:\nMeticulous and progressive\nEager to learn and research, willing to learn and apply new technologies to work.\nConfident, persistent, positive and have a high sense of responsibility\ nSociable in communication relationships\nThinking of finding solutions and handling problems\nProactive, self-aware and committed to goals\nLove a young, flexible, comfortable, and uplifting working environment about efficiency.']",10 - 30 million,"- Hanoi: TT5.2A-29 Dai Kim new urban area, Hoang Mai",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ADW28LHO6dN9fqI9TmX1pFaBjfSysO1P_1679905614____992f22d34a3a3c2973eac56e292156ef.png,https://www.topcv.vn/viec-lam/backend-developer-lap-trinh-vien-backend/1226969.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Middle Backend Developer (Java),CÔNG TY TNHH CÔNG NGHỆ ALADIN,"['University graduate (required) majoring in IT, Mathematics, or equivalent.\n• Have >=2 years of experience in Java, Spring.\n• Proficient in springboot framework\n• Proficient in Mysql. elasticsearch, redis, mongodb, kafka\n• Proficient in Restful, SoapAPI, Websocket\n• Proficient in using some tools: Git, Jira, ...\n• Good self-study ability, good thinking, Able to withstand high work pressure.\n• Able to research and solve tasks independently.\n• Passionate about work, actively learning new knowledge;\n• Priority is given to having knowledge and Experience in Kafka and Microservice technology is an advantage;\n• Knowledge and deployment experience of K8s and Docker is preferred;']",Up to 30 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-aladin-62bea2582f884.jpg,https://www.topcv.vn/viec-lam/middle-backend-developer-java/1265692.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Java Backend Programmer,Hoài Phúc Robotic,"['Thinking about object-oriented design and mastering knowledge of data structures and algorithms, object-oriented programming...\nProficient in SQL, PLSQL, with knowledge of database management systems Does SQL Server, Oracle/MySQL, noSQL, have the ability to optimize databases\nPriority:\nExperience in DEVOPS\nExperience in microservices is preferred, eager to learn and explore new things\nAbility to self-study research, analyze and solve problems.']",The deal,"- Tay Ninh: Fukuda.AI Company, group 3, An Phu Quarter, An Tinh Ward, Trang Bang",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/i5hY4xye5CFcgjpMxNK8cVX0BLfsXsrc_1699932323____93d72d9e8d5b824af3bcf52078dae3a5.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-backend/1225190.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Back End Programmer (.NET),Công ty Cổ phần Tập đoàn Đầu tư EMIR,"['first. Education: Graduated from College/University or higher with relevant major\n2. Knowledge/Experience: At least 2 years of experience developing products using .NET, experience with financial and real estate products is an advantage;\n3. Skills and abilities:\n- Have good communication skills\n- Ability to work independently, can work in groups and come up with problems to solve\n- Resistant to pressure and honest at work\n- Master knowledge of SQL, proficiently use SQL server and Oracle Database\n- Able to use issue control and reporting tools well: jira. Trello, git..\n- Understanding of mobile programming; Being able to handle a variety of algorithms is an advantage.']",18 - 25 million,"- Hanoi: 107A Nguyen Phong Sac, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/GNJcTRsOj2WUOu7XpxV9QFfviJnzm700_1691984259____02309b4875f2a45868eefe723bb7c175.png,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-back-end-net/1307550.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Back End Programmer (.NET),Công ty Cổ phần Tập đoàn Đầu tư EMIR,"['first. Education: Graduated from College/University or higher with relevant major\n2. Knowledge/Experience: At least 2 years of experience developing products using .NET, experience with financial and real estate products is an advantage;\n3. Skills and abilities:\n- Have good communication skills\n- Ability to work independently, can work in groups and come up with problems to solve\n- Resistant to pressure and honest at work\n- Master knowledge of SQL, proficiently use SQL server and Oracle Database\n- Able to use issue control and reporting tools well: jira. Trello, git..\n- Understanding of mobile programming; Being able to handle a variety of algorithms is an advantage']",18 - 20 million,"- Hanoi: 107A Nguyen Phong Sac, Cau Giay",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/GNJcTRsOj2WUOu7XpxV9QFfviJnzm700_1691984259____02309b4875f2a45868eefe723bb7c175.png,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-back-end-net/1307400.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Senior Game Backend Developer,CÔNG TY TNHH BACOOR VIỆT NAM,"['- Experience developing server-based systems.\n- Experience of object-oriented programming in a dynamically typed script-based language, such as Javascript.\n- Aptitude for administering open source infrastructure components such as databases, firewalls, load balancers and networks.\n- Experience in handling Asynchronous requests.\n- Experience with databases (MongoDB).\n\nNice to Have:\n- Networking (TCP/UDP, Routing, NAT, Firewalls).\n- Building gaming .\n- Caching (Redis).\n- Load Test Experience (with over 10k users).\n- Experience in Serialize/Deserialize data to reduce bandwidth consumption and security.\n- Having knowledge of interacting with the blockchain (EVM ) is advantageous.\n- Having knowledge of the ERC20, ERC721 is advantageous.']","Over 2,000 USD","- Ho Chi Minh: Nguyen Lam Building, 133 Duong Ba Trac, Ward 1, District 8",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/dcb38ade712030a313a77d9d1d9f8038-629ffb4c7eaeb.jpg,https://www.topcv.vn/viec-lam/senior-game-backend-developer/1116538.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Backend Programmer / Backend Developer,CÔNG TY CỔ PHẦN MIDU MENAQ7,"['Required skills:\n• Graduated from University/College majoring in IT or related majors\n• Have at least 1 year of programming experience with Nodejs\n• Have good knowledge of MongoDB\n• Understand Strong in the MVC model\n• Understanding of SQL and NoSQL\n• Good use of GIT/SVN to manage source code\n• Have a good Mindset on Product development\n• Work proactively, good teamwork ability, eager to learn and apply new technologies\nPriority skills:\n• Experience using Amazon Web Services, Linode\n• Experience working on e-commerce products, internal working systems, CRM \n• Understanding and using Linux\n• Experience in setting up CI/CD systems\n• Experience working with databases with large numbers of records']",Up to 23 million,"- Hanoi: No. 07, Sa Doi Street, Dai Mo Ward, Nam Tu Liem District, Hanoi City, Vietnam, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-midu-menaq7-63f4721ac4fb1.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-backend-developer/1113791.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Back End Developer (Java),aroma,"['- Graduated from University majoring in IT, Computer Science, Mathematics... or related majors.\n- Have at least 2 years of experience working with Java.\n- Have a good mindset , knowledge of computer science, data structures and algorithms, object-oriented, proficient in using source code management tools (Git).\n- Experience in writing Unit tests, Integration tests.\n - Have a sense of responsibility at work and work well under high pressure.\n- Have a personal laptop.\n- Having knowledge of asynchronous programming and lock free is an advantage.\n- Priority Have understanding and use of PostgreSQL, Elasticsearch, Kafka, Vert.x, Hazelcast, Kubernetes, Jenkins,...\n- Good knowledge of Linux, Network.']",15 - 30 million,"- Hanoi: 168 Xa Dan 2, Nam Dong Ward, Dong Da",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/9IPCSTPYH3JHOn9zSTUYWNoqRfZ1oatA_1634207962____60459a796ed83ca178a81825e91566ae.png,https://www.topcv.vn/viec-lam/back-end-developer-java/1229086.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
Blockchain Senior Back End Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ - SPORES LAB,"['At least 03 years of experience with proficiency in Node.js and JavaScript development.\nExperience with backend frameworks such as Express.js or Nest.js.\nUnderstanding of blockchain concepts and experience working with blockchain platforms like Ethereum or Solana.\ nFamiliarity with smart contract development using Solidity or similar languages.\nKnowledge of Web3.js or similar libraries for interacting with blockchain networks.\nUnderstanding of decentralized finance protocols and concepts, such as lending, borrowing, decentralized exchanges, and yield farming.\nExperience with relational and NoSQL databases.\nFamiliarity with cloud platforms like AWS, Azure, or Google Cloud.\nStrong problem-solving and analytical skills.\nEnglish: good at reading technical texts, moderate at writing.']",30 - 40 million,"- Hanoi: 40 Hai Ba Trung, Hoan Kiem, Hanoi, Hoan Kiem",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/blockchain-senior-back-end-developer/1218016.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0NpDCpksTag7yJGkVR5jFZCq5wwfA5dnZMsGw4z2_1713600260
